MapNo	Lon	Lat	DeltaR	DeltaRErr	Reference	Locality
2545	138.7357	-35.6261	-120	20	Ulm et al, 2023	Encounter Bay, SA
2546	138.7357	-35.6261	-129	20	Ulm et al, 2023	Encounter Bay, SA
2547	151.779	-32.9259	-109	24	Ulm et al, 2023	Newcastle, NSW
2548	151.779	-32.9259	-124	20	Ulm et al, 2023	Newcastle, NSW
2549	149.9667	-37.2667	-150	20	Ulm et al, 2023	Disaster Bay, NSW
2550	149.9225	-37.0853	-145	20	Ulm et al, 2023	Twofold Bay, NSW
2551	147.9833	-37.8833	-137	20	Ulm et al, 2023	Lakes Entrance, VIC
2552	151.3026	-33.7333	-158	20	Ulm et al, 2023	Collaroy, Sydney, NSW
2553	151.3026	-33.7333	-160	18	Ulm et al, 2023	Collaroy, Sydney, NSW
2554	151.3667	-23.9	-234	20	Ulm et al, 2023	Port Curtis, off Gatcombe Head, QLD
2555	151.3667	-23.9	-298	20	Ulm et al, 2023	Port Curtis, off Gatcombe Head, QLD
2556	152.4643	-24.814	-183	20	Ulm et al, 2023	Bargara, near Bundaberg, QLD
2557	152.4643	-24.814	-176	20	Ulm et al, 2023	Bargara, near Bundaberg, QLD
2558	145.2833	-15.5333	-208	15	Ulm et al, 2023	Off Annan River mouth, QLD
2559	145.2833	-15.5333	-232	15	Ulm et al, 2023	Off Annan River mouth, QLD
2560	145.5667	-16.3833	-176	15	Ulm et al, 2023	Low Isles, GBR, near Port Douglas, QLD
2561	145.5667	-16.3833	-245	15	Ulm et al, 2023	Low Isles, GBR, near Port Douglas, QLD
2562	145.5667	-16.3833	-199	15	Ulm et al, 2023	Low Isles, GBR, near Port Douglas, QLD
2563	145.5667	-16.3833	-190	15	Ulm et al, 2023	Low Isles, GBR, near Port Douglas, QLD
2564	146.8167	-19.2667	-194	15	Ulm et al, 2023	Townsville, QLD
2565	146.8167	-19.2667	-224	15	Ulm et al, 2023	Townsville, QLD
2566	149.9333	-37.5667	-146	15	Ulm et al, 2023	Mallacoota, VIC
2567	149.9333	-37.5667	-170	15	Ulm et al, 2023	Mallacoota, VIC
2568	144.827	-37.8708	-143	19	Ulm et al, 2023	Altona, VIC
2569	144.827	-37.8708	-152	19	Ulm et al, 2023	Altona, VIC
2570	145.3665	-38.5224	-117	19	Ulm et al, 2023	San Remo, VIC
2571	145.3665	-38.5224	-159	20	Ulm et al, 2023	San Remo, VIC
2572	146.342	-39.07	-109	19	Ulm et al, 2023	Oberon Bay, Wilson
2573	146.342	-39.07	-109	18	Ulm et al, 2023	Oberon Bay, Wilson
2574	147.3859	-38.2223	-113	19	Ulm et al, 2023	Gosney
2575	147.3859	-38.2223	-127	20	Ulm et al, 2023	Gosney
2576	115.5333	-20.4333	-59	15	Ulm et al, 2023	Montebello Islands, WA
2577	1.96	6.42	-193	66	Soulet et al 2023	Ahémé Lake
2578	-4.42	5.19	388	66	Soulet et al 2023	Jacqueville, beach
2579	-17.04	20.88	255	66	Soulet et al 2023	Nouadhibou
2580	-13.79	9.46	249	75	Soulet et al 2023	Los Islands, Roume Island at low tide
2581	-8.75	32.98	454	66	Soulet et al 2023	Lagoon of Sidi Moussa south of El Jadida
2582	-8.49	33.25	209	66	Soulet et al 2023	El Jadida, beach
2583	-3.73	5.19	-100	66	Soulet et al 2023	Grand Bassam, beach
2584	13.56	-12.33	-12	66	Soulet et al 2023	Lobito, Bay of Lobito, near the peninsul
2585	-17.42	14.71	20	66	Soulet et al 2023	Dakar, Bay of Hann at low tide
2586	2.39	6.33	-1	66	Soulet et al 2023	Cotonou, Sea at a water depth of 20-25 m
2587	1.92	6.29	-80	66	Soulet et al 2023	La Bouche du Roi, Grand Popo, beach
2588	-16.51	16.17	-90	67	Soulet et al 2023	Ndiago, beach
2589	11.84	-4.76	-156	64	Soulet et al 2023	Pointe Noire
2590	13.21	-8.82	-79	66	Soulet et al 2023	Luanda, beach
2591	-17.42	14.71	-82	66	Soulet et al 2023	Dakar, Bay of Hann
2592	-16.51	16.02	-38	66	Soulet et al 2023	Saint Louis
2593	-13.83	9.46	-105	67	Soulet et al 2023	Los Islands, Tamara Island
2594	13.27	-8.78	-69	67	Soulet et al 2023	Luanda, beach
2595	12.2	-5.55	-44	66	Soulet et al 2023	Cabinda
2596	-17.39	14.74	-48	66	Soulet et al 2023	Dakar, backwaters of the "Marigot de Han
2597	-17.42	14.7	-64	66	Soulet et al 2023	Dakar, Bay of Hann, Pointe Bel Air, beac
2598	12.2	-5.55	-68	66	Soulet et al 2023	Cabinda
2599	-17.04	20.88	-91	66	Soulet et al 2023	Bay of Cansado
2600	-12.94	7.56	-142	66	Soulet et al 2023	Near Cape Saint Ann
2601	-17.04	20.91	-89	62	Soulet et al 2023	Noudhibou, Pointe Chacal
2602	8.79	-0.71	-106	63	Soulet et al 2023	Port-Gentil
2603	11.8	-4.66	-53	67	Soulet et al 2023	Loango
2604	-7.37	33.71	-122	66	Soulet et al 2023	Mohammedia
2605	-17.42	14.71	-64	63	Soulet et al 2023	Dakar, beach of Hann, posts of the ponto
2606	12.14	-15.18	-39	66	Soulet et al 2023	Moçâmedes
2607	-57	55.0833	-31	23	Pearce et al 2023	Nær Labrador St14
2608	-56.6333	66.5833	-26	24	Pearce et al 2023	N. Atlantic St.32
2609	-56.6333	66.5833	-43	31	Pearce et al 2023	N. Atlantic St.32
2610	-68.4667	76.15	-29	20	Pearce et al 2023	Greenland
2611	-18.6667	74.5	58	26	Pearce et al 2023	SwedArc1900#18 - southeast of Hvalrossö
2612	-52.4333	63.7833	-72	27	Pearce et al 2023	SwedArc1871#05, davis strait, archipelag
2613	-80.8833	76.1333	22	23	Pearce et al 2023	st 116
2614	-71.2167	77.0833	-52	24	Pearce et al 2023	St 87
2615	-62.4333	75.4333	86	25	Pearce et al 2023	st 77
2616	-62.2	74.8667	-74	26	Pearce et al 2023	st73
2617	-62.85	74.6167	-44	26	Pearce et al 2023	W. Greenland
2618	-58.1333	73.2	-8	27	Pearce et al 2023	st 64
2619	-58.2333	68.2833	-56	25	Pearce et al 2023	St 160.
2620	-56.6333	66.5833	-32	24	Pearce et al 2023	st32
2621	-20.0333	66.8333	-38	25	Pearce et al 2023	st 128
2622	-18.3833	74.5833	7	28	Pearce et al 2023	Greenland S of Little Pendulum Island
2623	-76.3333	76.6667	79	22	Pearce et al 2023	st 114
2624	-54.5	68	-172	26	Pearce et al 2023	Davis strait
2625	-52.85	63.5833	-100	21	Pearce et al 2023	Davis Strait
2626	-61.8333	66.55	81	26	Pearce et al 2023	Greenland
2627	-55	62.1	-149	27	Pearce et al 2023	Station 180
2628	-54.5167	65.5667	-87	29	Pearce et al 2023	st29
2629	-54.5167	65.5667	-109	30	Pearce et al 2023	st29
2630	-54.4833	71.35	-72	29	Pearce et al 2023	st139
2631	-51.7667	46.2167	-12	24	Pearce et al 2023	Newfoundland Grand Banks
2632	-54.1167	68.2333	-94	23	Pearce et al 2023	Baffin Bay
2633	-27.2833	73.1	-22	35	Pearce et al 2023	Greenland 1899#35 - K. Frans Joseph Fjor
2634	-54.4833	71.35	-55	25	Pearce et al 2023	st139 Ler Sigsbeetrawl
2635	-18.3833	74.5833	30	26	Pearce et al 2023	Greenland1899#20 - S of Little Pendulum
2636	-54.8333	68	-83	23	Pearce et al 2023	Islands Falk st 8
2637	-52.4333	63.7833	-106	25	Pearce et al 2023	Davis Strait
2638	-59.8333	72.0667	-76	27	Pearce et al 2023	Baffin Bay
2639	-56.6333	66.5833	-72	27	Pearce et al 2023	st 32
2640	-77.1667	72.6333	169	25	Pearce et al 2023	Greenland
2641	-59.8333	72.0667	-56	42	Pearce et al 2023	Baffin Bay
2642	-26.6333	72.7167	-43	27	Pearce et al 2023	Greenland
2643	-20.3333	74.1667	49	38	Pearce et al 2023	St. 21 S.O fr. Clavening-on
2644	-59.8333	72.0667	57	31	Pearce et al 2023	Baffin Bay
2645	-80.8833	76.1333	94	24	Pearce et al 2023	St 116
2646	-76.3333	76.6667	85	28	Pearce et al 2023	st 114
2647	-69.6333	76.4167	-17	24	Pearce et al 2023	St 107
2648	-56.6667	73.9167	-92	28	Pearce et al 2023	Haunen pa Vestsiden af Kugdller Korsuit-
2649	-57.6	72.5333	-18	32	Pearce et al 2023	st 61
2650	-54.4833	71.35	-13	28	Pearce et al 2023	st 139
2651	-52.4167	64.0333	13	28	Pearce et al 2023	fyllas banke
2652	-27.2833	73.1	-29	31	Pearce et al 2023	kaiser frans joseph fjord
2653	-22.5167	70.8333	173	25	Pearce et al 2023	Greenland 1899#30 - Scoresby Sound, Harr
2654	-22.5833	70.45	18	26	Pearce et al 2023	Greenland 1899#29 - Scoresby Sound, Cape
2655	-22.5167	70.8333	240	38	Pearce et al 2023	Greenland 1899#30 - Scoresby Sound, Harr
2656	-23.25	73.2667	131	27	Pearce et al 2023	SweArc1899#44 - K. Franz Joseph fjord, s
2657	-52.4667	46.9333	-158	23	Pearce et al 2023	Newfoundland Grand Banks
2658	-19.3333	75.9167	-99	22	Pearce et al 2023	East Greenland
2659	-69.6667	76.4167	-66	25	Pearce et al 2023	St 107
2660	-20.3667	70.45	-77	26	Pearce et al 2023	St. 29. Scoresby Sund, Cap levant?
2661	-27.2833	73.1	1	30	Pearce et al 2023	St 35 Kaiser Frans Joseph - Fjord
2662	-21.2167	73.4333	-39	24	Pearce et al 2023	St. 23 Cap Benett
2663	-18.3833	74.5833	27	26	Pearce et al 2023	St. 20 F. om Lilla Pendulum Øn
2664	-52.8333	65.4167	-81	27	Pearce et al 2023	SwedArc1870#1899, sukkertoppen, stones
2665	-66.3	64.9333	-42	23	Pearce et al 2023	Baffin Bay
2666	-76.3333	76.6667	-20	24	Pearce et al 2023	St 114
2667	-73.9333	71.95	117	28	Pearce et al 2023	Baffin Bay
2668	-74.3333	72.1333	220	26	Pearce et al 2023	Baffin Bay
2669	-52.4333	63.7833	-116	28	Pearce et al 2023	Davis strait
2670	-7.4167	66.3833	-49	28	Pearce et al 2023	st 104 N. Atlantic
2671	-8.3833	69.2167	-17	24	Pearce et al 2023	st. 117 N Atlantic dybhav
2672	-73.9333	71.95	224	30	Pearce et al 2023	Greenland
2673	-74.3333	72.1333	246	27	Pearce et al 2023	Greenland
2674	-77.1667	72.6333	210	28	Pearce et al 2023	Greenland
2675	-14.8167	72.7	-21	20	Pearce et al 2023	Atlantic
2676	-58.9333	71.1667	-80	22	Pearce et al 2023	Baffin Bay
2677	-58.6333	70	-1	23	Pearce et al 2023	Baffin Bay
2678	-78.9333	71.95	267	27	Pearce et al 2023	Baffin Bay
2679	-80.8833	76.1333	20	25	Pearce et al 2023	st 116
2680	-54.4833	71.35	-93	27	Pearce et al 2023	st 139
2681	-55.5	69.6833	-136	27	Pearce et al 2023	Station 48
2682	-22.5167	70.8333	-25	33	Pearce et al 2023	Greenland 1899#32 - Greenland
2683	-18.3833	74.5833	98	36	Pearce et al 2023	Greenland1899#20 - S of Little Pendulum
2684	-48.4	61.1667	-74	24	Pearce et al 2023	South Greenland, Arsukfjord
2685	-74.3333	72.1333	220	31	Pearce et al 2023	Canada, Baffin Bay
2686	-35.5333	65.6667	-52	24	Pearce et al 2023	Greenland, east coast
2687	-55.0167	69.6833	-131	32	Pearce et al 2023	Greenland
2688	-52.8333	69.2833	24	27	Pearce et al 2023	Tjalfe#117-118, disco bay
2689	-78.8	73.7167	546	25	Pearce et al 2023	Greenland
2690	-53.55	65.1833	-103	24	Pearce et al 2023	Davis Strait
2691	-23.25	73.2667	163	23	Pearce et al 2023	SweArc1899#44 - K. Franz Joseph fjord, s
2692	-23.25	73.2667	1141	27	Pearce et al 2023	SweArc1899#44 - K. Franz Joseph fjord, s
2693	-22.9333	72.75	115	24	Pearce et al 2023	Greenland 1899#39 - Greenland
2694	-22.4833	70.7167	164	23	Pearce et al 2023	Greenland 1899#33 - Greenland
2695	-22.5167	70.8333	395	29	Pearce et al 2023	Greenland 1899#30 - Scoresby Sound, Harr
2696	-25.7	73.25	716	30	Pearce et al 2023	Greenland 1899#36 - K. Frans Joseph Fjor
2697	-57	55.0833	-50	26	Pearce et al 2023	ca 20 somil fra Hamilton Inlet. Labrador
2698	-22.4833	70.7167	64	38	Pearce et al 2023	Greenland 1899#33 - Greenland
